eventID ,case Spend area text,case Company,case Document Type,case Sub spend area text,case Purchasing Document,case Purch. Doc. Category name,case Vendor,case Item Type,case Item Category,case Spend classification text,case Source,case Name,case GR-Based Inv. Verif.,case Item,case concept:name,case Goods Receipt,event User,event org:resource,event concept:name,event Cumulative net worth (EUR),event time:timestamp
4191888080898,Logistics,companyID_0000,Framework order,Sea,4507000454,Purchase order,vendorID_0218,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0214,True,10,4507000454_00010,True,NONE,NONE,Vendor creates invoice,308997.0,22-11-2017 23:59:00.000
1076825610518528,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False,NONE,NONE,Vendor creates invoice,29229.0,23-11-2017 23:59:00.000
1076829905485824,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False,NONE,NONE,Vendor creates invoice,4261.0,23-11-2017 23:59:00.000
9393093476352,Logistics,companyID_0000,Framework order,Road Packed,4507000902,Purchase order,vendorID_0398,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0387,True,10,4507000902_00010,True,NONE,NONE,Vendor creates invoice,8660.0,27-11-2017 23:59:00.000
4196183048194,Logistics,companyID_0000,Framework order,Road Packed,4507000455,Purchase order,vendorID_0219,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0215,True,10,4507000455_00010,True,NONE,NONE,Vendor creates invoice,12353.0,30-11-2017 23:59:00.000
716117077131264,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4508049723,Purchase order,vendorID_0197,Subcontracting,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0194,False,20,4508049723_00020,True,NONE,NONE,Vendor creates invoice,566.0,30-11-2017 23:59:00.000
716121372098560,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4508049723,Purchase order,vendorID_0197,Subcontracting,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0194,False,30,4508049723_00030,True,NONE,NONE,Vendor creates invoice,547.0,30-11-2017 23:59:00.000
716112782163968,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4508049723,Purchase order,vendorID_0197,Subcontracting,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0194,False,10,4508049723_00010,True,NONE,NONE,Vendor creates invoice,4069.0,30-11-2017 23:59:00.000
132040179580936,Logistics,companyID_0000,Standard PO,Other Logistics Services,4507009482,Purchase order,vendorID_0467,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0452,True,10,4507009482_00010,True,NONE,NONE,Vendor creates invoice,10409.0,30-11-2017 23:59:00.000
1078423338352640,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076155,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,40,4508076155_00040,False,NONE,NONE,Vendor creates invoice,1887.0,01-12-2017 23:59:00.000
16174846836736,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,210,4507001369_00210,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16170551869440,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,200,4507001369_00200,True,NONE,NONE,Vendor creates invoice,169.0,04-12-2017 23:59:00.000
16166256902144,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,190,4507001369_00190,True,NONE,NONE,Vendor creates invoice,84.0,04-12-2017 23:59:00.000
16161961934848,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,180,4507001369_00180,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16157666967552,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,170,4507001369_00170,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16153372000256,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,160,4507001369_00160,True,NONE,NONE,Vendor creates invoice,251.0,04-12-2017 23:59:00.000
16149077032960,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,150,4507001369_00150,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16144782065664,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,140,4507001369_00140,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16140487098368,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,130,4507001369_00130,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16136192131072,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,120,4507001369_00120,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16131897163776,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,110,4507001369_00110,True,NONE,NONE,Vendor creates invoice,227.0,04-12-2017 23:59:00.000
16127602196480,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,100,4507001369_00100,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16123307229184,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,90,4507001369_00090,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16119012261888,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,80,4507001369_00080,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16355235463168,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,630,4507001369_00630,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16114717294592,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,70,4507001369_00070,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16110422327296,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,60,4507001369_00060,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16106127360000,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,50,4507001369_00050,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16101832392704,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,40,4507001369_00040,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16097537425408,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,30,4507001369_00030,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16093242458112,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,20,4507001369_00020,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16088947490816,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,10,4507001369_00010,True,NONE,NONE,Vendor creates invoice,1272.0,04-12-2017 23:59:00.000
16359530430464,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,640,4507001369_00640,True,NONE,NONE,Vendor creates invoice,514.0,04-12-2017 23:59:00.000
16307990822912,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,520,4507001369_00520,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16312285790208,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,530,4507001369_00530,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16316580757504,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,540,4507001369_00540,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16350940495872,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,620,4507001369_00620,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16320875724800,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,550,4507001369_00550,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16325170692096,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,560,4507001369_00560,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
446126842970112,Marketing,companyID_0000,Framework order,Commercial Printing,4507030655,Purchase order,vendorID_1463,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_1397,True,10,4507030655_00010,True,NONE,NONE,Vendor creates debit memo,19728.0,04-12-2017 23:59:00.000
446126842970113,Marketing,companyID_0000,Framework order,Commercial Printing,4507030655,Purchase order,vendorID_1463,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_1397,True,10,4507030655_00010,True,NONE,NONE,Vendor creates invoice,19728.0,04-12-2017 23:59:00.000
16329465659392,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,570,4507001369_00570,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16333760626688,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,580,4507001369_00580,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16338055593984,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,590,4507001369_00590,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16342350561280,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,600,4507001369_00600,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16346645528576,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,610,4507001369_00610,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16393890168832,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,720,4507001369_00720,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16389595201536,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,710,4507001369_00710,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16385300234240,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,700,4507001369_00700,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16381005266944,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,690,4507001369_00690,True,NONE,NONE,Vendor creates invoice,1028.0,04-12-2017 23:59:00.000
16376710299648,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,680,4507001369_00680,True,NONE,NONE,Vendor creates invoice,514.0,04-12-2017 23:59:00.000
16372415332352,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,670,4507001369_00670,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16368120365056,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,660,4507001369_00660,True,NONE,NONE,Vendor creates invoice,771.0,04-12-2017 23:59:00.000
16363825397760,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,650,4507001369_00650,True,NONE,NONE,Vendor creates invoice,767.0,04-12-2017 23:59:00.000
16303695855616,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,510,4507001369_00510,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16299400888320,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,500,4507001369_00500,True,NONE,NONE,Vendor creates invoice,257.0,04-12-2017 23:59:00.000
16295105921024,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,490,4507001369_00490,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16290810953728,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,480,4507001369_00480,True,NONE,NONE,Vendor creates invoice,524.0,04-12-2017 23:59:00.000
16286515986432,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,470,4507001369_00470,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16282221019136,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,460,4507001369_00460,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16277926051840,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,450,4507001369_00450,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16273631084544,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,440,4507001369_00440,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16269336117248,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,430,4507001369_00430,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16265041149952,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,420,4507001369_00420,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16260746182656,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,410,4507001369_00410,True,NONE,NONE,Vendor creates invoice,262.0,04-12-2017 23:59:00.000
16256451215360,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,400,4507001369_00400,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16252156248064,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,390,4507001369_00390,True,NONE,NONE,Vendor creates invoice,763.0,04-12-2017 23:59:00.000
16247861280768,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,380,4507001369_00380,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16243566313472,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,370,4507001369_00370,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16239271346176,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,360,4507001369_00360,True,NONE,NONE,Vendor creates invoice,1018.0,04-12-2017 23:59:00.000
16234976378880,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,350,4507001369_00350,True,NONE,NONE,Vendor creates invoice,509.0,04-12-2017 23:59:00.000
16230681411584,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,340,4507001369_00340,True,NONE,NONE,Vendor creates invoice,1527.0,04-12-2017 23:59:00.000
16226386444288,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,330,4507001369_00330,True,NONE,NONE,Vendor creates invoice,509.0,04-12-2017 23:59:00.000
16222091476992,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,320,4507001369_00320,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16217796509696,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,310,4507001369_00310,True,NONE,NONE,Vendor creates invoice,247.0,04-12-2017 23:59:00.000
16213501542400,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,300,4507001369_00300,True,NONE,NONE,Vendor creates invoice,169.0,04-12-2017 23:59:00.000
16209206575104,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,290,4507001369_00290,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16204911607808,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,280,4507001369_00280,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16200616640512,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,270,4507001369_00270,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16196321673216,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,260,4507001369_00260,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16192026705920,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,250,4507001369_00250,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16187731738624,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,240,4507001369_00240,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16183436771328,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,230,4507001369_00230,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
16179141804032,Trading & End Products,companyID_0000,Standard PO,Trading products (old structure),4507001369,Purchase order,vendorID_0550,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0534,False,220,4507001369_00220,True,NONE,NONE,Vendor creates invoice,254.0,04-12-2017 23:59:00.000
1327144894464,Marketing,companyID_0000,EC Purchase order,Media,2000000204,Purchase order,vendorID_0094,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0094,True,1,2000000204_00001,True,NONE,NONE,Vendor creates invoice,2493.0,05-12-2017 23:59:00.000
232362025680896,Logistics,companyID_0000,Standard PO,Sea,4507016527,Purchase order,vendorID_0548,Subcontracting,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0532,False,10,4507016527_00010,True,user_236,user_236,Create Purchase Requisition Item,0.0,07-12-2017 00:00:00.000
30683246362625,CAPEX & SOCS,companyID_0000,Standard PO,Transport & Hoisting Equipment,4507002377,Purchase order,vendorID_0739,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0704,False,10,4507002377_00010,True,NONE,NONE,Vendor creates invoice,21643.0,07-12-2017 23:59:00.000
1029267437649920,CAPEX & SOCS,companyID_0000,Standard PO,Technical Services,4508072690,Purchase order,vendorID_0136,Standard,"3-way match, invoice before GR",NPR,sourceSystemID_0000,vendor_0135,False,10,4508072690_00010,True,NONE,NONE,Vendor creates invoice,129.0,08-12-2017 23:59:00.000
9191230013442,Logistics,companyID_0000,Framework order,Road Packed,4507000879,Purchase order,vendorID_0388,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0377,True,110,4507000879_00110,True,NONE,NONE,Vendor creates invoice,879504.0,12-12-2017 23:59:00.000
10011568766976,Others,companyID_0000,Standard PO,Packaging,4507000961,Purchase order,vendorID_0420,Standard,"3-way match, invoice before GR",OTHER,sourceSystemID_0000,vendor_0409,False,10,4507000961_00010,True,NONE,NONE,Vendor creates invoice,1208.0,14-12-2017 23:59:00.000
8302171783168,Packaging,companyID_0000,Standard PO,Pallets,4507000845,Purchase order,vendorID_0167,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0165,False,10,4507000845_00010,True,NONE,NONE,Vendor creates invoice,2572.0,14-12-2017 23:59:00.000
188518999523328,Sales,companyID_0000,EC Purchase order,Color Collateral,2000013531,Purchase order,vendorID_0430,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0418,True,1,2000013531_00001,True,NONE,NONE,Vendor creates invoice,240216.0,15-12-2017 23:59:00.000
296932564008960,Packaging,companyID_0000,Standard PO,Paperboard,4507020766,Purchase order,vendorID_0820,Standard,"3-way match, invoice before GR",PR,sourceSystemID_0000,vendor_0780,False,10,4507020766_00010,True,NONE,NONE,Vendor creates invoice,2084.0,15-12-2017 23:59:00.000
1076705351434240,Others,companyID_0003,Framework order,Utilities,4507075964,Purchase order,vendorID_1686,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1610,False,10,4507075964_00010,False,NONE,NONE,Vendor creates invoice,198.0,16-12-2017 23:59:00.000
4191888080899,Logistics,companyID_0000,Framework order,Sea,4507000454,Purchase order,vendorID_0218,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0214,True,10,4507000454_00010,True,NONE,NONE,Vendor creates invoice,308997.0,18-12-2017 23:59:00.000
24880745545729,Logistics,companyID_0000,Framework order,Road Packed,4507001973,Purchase order,vendorID_0388,Service,"3-way match, invoice after GR",NPR,sourceSystemID_0000,vendor_0377,True,10,4507001973_00010,True,NONE,NONE,Vendor creates invoice,2868968.0,19-12-2017 23:59:00.000
